cfname,updateddate,addeddate,beds_ward_v,id,hfhudcode,icu_o,isolbed_v,reportdate,isolbed_o,mechvent_o,mechvent_v,beds_ward_o,icu_v
HOSPITAL DE ZAMBOANGA INC.,2020-04-17 8:31:46,2020-04-17 8:31:46,0,1032,DOH000000000037412,0,1,2020-04-17,0,0,0,0,0
HOSPITAL DE ZAMBOANGA INC.,2020-04-16 9:42:33,2020-04-16 9:42:33,0,311,DOH000000000037412,0,1,2020-04-16,0,0,0,0,0
DAET DOCTORS HOSPITAL INCORPORATED,2020-04-17 7:32:51,2020-04-17 7:32:51,0,804,DOH000000000037488,0,4,2020-04-17,0,0,0,0,0
DAET DOCTORS HOSPITAL INCORPORATED,2020-04-16 7:18:53,2020-04-16 7:18:53,0,54,DOH000000000037488,0,4,2020-04-16,0,0,0,0,0
SULTAN KUDARAT DISTRICT HOSPITAL,2020-04-17 9:48:56,2020-04-17 9:48:56,0,1217,DOH000000000037698,0,6,2020-04-17,0,0,0,0,0
MANUPAC DOCTORS HEALTHCARE,2020-04-17 7:59:05,2020-04-17 7:59:05,0,867,DOH000000000037752,0,0,2020-04-17,0,0,0,0,0
MANUPAC DOCTORS HEALTHCARE,2020-04-16 8:12:28,2020-04-16 8:12:28,0,147,DOH000000000037752,0,0,2020-04-16,0,0,0,0,0
"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - TACLOBAN, INC.",2020-04-16 15:49:32,2020-04-16 15:49:32,0,628,DOH000000000037753,0,7,2020-04-16,0,0,0,0,0
"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - TACLOBAN, INC.",2020-04-17 7:39:33,2020-04-17 7:39:33,0,816,DOH000000000037753,0,7,2020-04-17,0,0,0,0,0
JABONGA COMMUNITY INFIRMARY,2020-04-16 19:22:54,2020-04-16 19:22:54,0,709,DOH000000000037754,0,0,2020-04-16,0,0,0,0,0
GONZALES MEDICAL-SURGICAL AND BIRTHING CLINIC,2020-04-16 12:17:22,2020-04-16 12:17:22,0,463,DOH000000000037893,0,0,2020-04-16,0,0,0,0,0
GONZALES MEDICAL-SURGICAL AND BIRTHING CLINIC,2020-04-17 13:32:11,2020-04-17 13:32:11,0,1417,DOH000000000037893,0,0,2020-04-17,0,0,0,0,0
ROSALES CHUA PUN MEMORIAL INFIRMARY INC.,2020-04-17 10:59:30,2020-04-17 10:59:30,0,1307,DOH000000000037941,0,0,2020-04-17,0,0,0,0,0
ROSALES CHUA PUN MEMORIAL INFIRMARY INC.,2020-04-16 8:12:01,2020-04-16 8:12:01,0,146,DOH000000000037941,0,0,2020-04-16,0,0,0,0,0
AWUYON COMMUNITY MUNICIPAL HOSPITAL (FORMERLY:BAGANGA INFIRM,2020-04-16 9:23:05,2020-04-16 9:23:05,0,289,DOH000000000037942,0,0,2020-04-16,0,0,0,0,0
F.P. URBIZTONDO MEDICAL HOSPITAL INC.,2020-04-16 8:22:06,2020-04-16 8:22:06,0,168,DOH000000000037944,0,5,2020-04-16,0,0,0,0,0
KARMELLI CLINIC AND HOSPITAL PINILI INC.,2020-04-17 10:36:41,2020-04-17 10:36:41,0,1281,DOH000000000037945,0,0,2020-04-17,0,0,0,0,0
KARMELLI CLINIC AND HOSPITAL PINILI INC.,2020-04-16 9:20:38,2020-04-16 9:20:38,0,287,DOH000000000037945,0,0,2020-04-16,0,0,0,0,0
LB CRUEL MEDICAL CLINIC,2020-04-17 6:32:23,2020-04-17 6:32:23,0,743,DOH000000000037946,0,0,2020-04-17,0,0,0,0,0
LB CRUEL MEDICAL CLINIC,2020-04-16 7:16:43,2020-04-16 7:16:43,0,52,DOH000000000037946,0,0,2020-04-16,0,0,0,0,0
"DIOCESAN MEDICAL FOUNDATION OF SAN ANTONIO DE PADUA, INC.",2020-04-17 7:56:52,2020-04-17 7:56:52,0,858,DOH000000000037947,0,0,2020-04-17,0,0,0,0,0
FCC INFIRMARY,2020-04-17 11:59:35,2020-04-17 11:59:35,0,1358,DOH000000000038004,0,0,2020-04-17,0,0,0,0,0
FCC INFIRMARY,2020-04-16 13:37:28,2020-04-16 13:37:28,0,519,DOH000000000038004,0,2,2020-04-16,0,0,0,0,0
GRUPO MEDICO DE DIOS INC.,2020-04-16 10:20:12,2020-04-16 10:20:12,0,356,DOH000000000038007,0,4,2020-04-16,0,0,0,0,0
GRUPO MEDICO DE DIOS INC.,2020-04-17 9:40:20,2020-04-17 9:40:20,0,1202,DOH000000000038007,0,4,2020-04-17,0,0,0,0,0
SALUBRIS INC.,2020-04-16 15:37:35,2020-04-16 15:37:35,5,618,DOH000000000038008,0,8,2020-04-16,0,0,0,0,0
SALUBRIS INC.,2020-04-17 9:43:06,2020-04-17 9:43:06,5,1209,DOH000000000038008,0,8,2020-04-17,0,0,0,0,0
"METRO ILOILO HOSPITAL AND MEDICAL CENTER, INC",2020-04-16 10:46:20,2020-04-16 10:46:20,0,385,DOH000000000038114,0,9,2020-04-16,5,1,0,0,0
DARAGA DOCTORS HOSPITAL,2020-04-17 8:11:58,2020-04-17 8:11:58,0,937,DOH000000000038151,0,0,2020-04-17,0,0,0,0,0
DARAGA DOCTORS HOSPITAL,2020-04-16 8:43:25,2020-04-16 8:43:25,0,219,DOH000000000038151,0,0,2020-04-16,0,0,0,0,0
HOLY MARY WOMEN AND CHILDREN'S HOSPITAL,2020-04-17 7:17:21,2020-04-17 7:17:21,0,779,DOH000000000038207,0,1,2020-04-17,1,0,0,0,0
BATARAZA DISTRICT HOSPITAL,2020-04-17 7:41:10,2020-04-17 7:41:10,15,818,DOH000000000038213,0,15,2020-04-17,0,0,0,0,15
EROS MEDICAL CLINIC,2020-04-16 15:26:54,2020-04-16 15:26:54,0,611,DOH000000000038403,0,1,2020-04-16,0,0,0,0,0
EROS MEDICAL CLINIC,2020-04-17 11:31:21,2020-04-17 11:31:21,0,1339,DOH000000000038403,0,1,2020-04-17,0,0,0,0,0
"SURIGAO DOCTORS' HOSPITAL, INC.",2020-04-16 13:55:48,2020-04-16 13:55:48,0,532,DOH000000000038480,0,0,2020-04-16,0,0,0,0,0
PNP PRO8 INFIRMARY,2020-04-16 21:55:07,2020-04-16 21:55:07,0,718,DOH000000000038484,0,0,2020-04-16,0,0,0,0,0
ST. PAUL HOSPITAL,2020-04-17 13:56:38,2020-04-17 13:56:38,0,1434,DOH000000000038491,0,1,2020-04-17,0,0,0,0,0
HORIZON MEDICAL CLINIC,2020-04-17 8:00:34,2020-04-17 8:00:34,0,875,DOH000000000038494,0,0,2020-04-17,0,0,0,0,0
HORIZON MEDICAL CLINIC,2020-04-16 13:26:12,2020-04-16 13:26:12,0,514,DOH000000000038494,0,0,2020-04-16,0,0,0,0,0
JESUS HEALING HANDS INFIRMARY INC.,2020-04-17 9:03:22,2020-04-17 9:03:22,0,1137,DOH000000000038511,0,0,2020-04-17,0,0,0,0,0
JESUS HEALING HANDS INFIRMARY INC.,2020-04-16 10:26:47,2020-04-16 10:26:47,0,360,DOH000000000038511,0,0,2020-04-16,0,0,0,0,0
SAN SEBASTIAN DISTRICT HOSPITAL,2020-04-16 10:02:04,2020-04-16 10:02:04,0,335,DOH000000000000232,0,10,2020-04-16,0,0,1,0,0
SAN SEBASTIAN DISTRICT HOSPITAL,2020-04-17 6:40:50,2020-04-17 6:40:50,0,746,DOH000000000000232,0,10,2020-04-17,0,0,1,0,0
Ospital ng Palawan,2020-04-17 13:11:58,2020-04-17 13:11:58,4,1401,DOH000000000000236,0,1,2020-04-17,4,0,1,0,4
BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,2020-04-16 10:40:34,2020-04-16 10:40:34,4,376,DOH000000000000270,0,16,2020-04-16,5,0,1,1,4
BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,2020-04-17 11:10:14,2020-04-17 11:10:14,4,1313,DOH000000000000270,0,11,2020-04-17,5,0,1,1,4
Bicol Sanitarium,2020-04-17 7:03:01,2020-04-17 7:03:01,7,762,DOH000000000000277,0,2,2020-04-17,0,0,1,0,0
Bicol Sanitarium,2020-04-16 7:49:55,2020-04-16 7:49:55,2,100,DOH000000000000277,0,7,2020-04-16,0,0,1,0,0
DUBONGCOS MEDICAL CLINIC,2020-04-17 12:11:30,2020-04-17 12:11:30,2,1366,DOH000000000000289,0,2,2020-04-17,0,0,1,0,2
DUBONGCOS MEDICAL CLINIC,2020-04-16 17:55:12,2020-04-16 17:55:12,2,693,DOH000000000000289,0,2,2020-04-16,0,0,1,0,2
DEL CARMEN MEDICAL CLINIC AND HOSPITAL,2020-04-17 8:10:36,2020-04-17 8:10:36,0,929,DOH000000000000301,0,0,2020-04-17,0,0,1,0,0
DEL CARMEN MEDICAL CLINIC AND HOSPITAL,2020-04-16 16:03:29,2020-04-16 16:03:29,0,638,DOH000000000000301,0,4,2020-04-16,4,0,1,0,1
"IMMACULATE HEART OF MARY HOSPITAL, INC.",2020-04-16 7:01:59,2020-04-16 7:01:59,3,42,DOH000000000000357,0,0,2020-04-16,0,0,1,0,0
"IMMACULATE HEART OF MARY HOSPITAL, INC.",2020-04-17 12:29:26,2020-04-17 12:29:26,3,1374,DOH000000000000357,0,0,2020-04-17,0,0,1,0,0
"LEON D. HERNANDEZ MEMORIAL HOSPITAL, INC.",2020-04-16 6:47:25,2020-04-16 6:47:25,0,33,DOH000000000000389,0,2,2020-04-16,0,0,1,0,0
"LEON D. HERNANDEZ MEMORIAL HOSPITAL, INC.",2020-04-17 7:00:17,2020-04-17 7:00:17,0,760,DOH000000000000389,0,2,2020-04-17,0,0,1,0,0
"NUEVA ECIJA GOOD SAMARITAN HEALTH SYSTEM, INC. (EXT.)",2020-04-16 8:09:25,2020-04-16 8:09:25,0,142,DOH000000000000392,0,1,2020-04-16,0,0,1,4,1
"NUEVA ECIJA GOOD SAMARITAN HEALTH SYSTEM, INC. (EXT.)",2020-04-17 5:55:06,2020-04-17 5:55:06,0,727,DOH000000000000392,0,1,2020-04-17,0,0,1,4,1
Basilan General Hospital,2020-04-16 18:34:40,2020-04-16 6:53:47,0,39,DOH000000000000426,0,3,2020-04-16,0,0,1,0,2
Basilan General Hospital,2020-04-17 7:02:56,2020-04-17 7:02:56,0,761,DOH000000000000426,0,3,2020-04-17,0,0,1,0,2
CIUDAD MEDICAL ZAMBOANGA,2020-04-16 10:07:01,2020-04-16 10:07:01,0,343,DOH000000000000449,0,3,2020-04-16,0,0,1,0,0
CIUDAD MEDICAL ZAMBOANGA,2020-04-17 9:02:42,2020-04-17 9:02:42,0,1135,DOH000000000000449,0,3,2020-04-17,0,0,1,0,0
DON JOSE S. MONFORT MEDICAL CENTER EXTENSION HOSPITAL,2020-04-16 19:13:13,2020-04-16 19:13:13,4,708,DOH000000000000481,0,1,2020-04-16,0,0,1,1,0
DON JOSE S. MONFORT MEDICAL CENTER EXTENSION HOSPITAL,2020-04-15 19:42:25,2020-04-15 19:42:25,4,8,DOH000000000000481,0,1,2020-04-15,0,0,1,1,0
"DR. UY HOSPITAL, INC.",2020-04-16 8:28:54,2020-04-16 8:28:54,0,180,DOH000000000000522,0,1,2020-04-16,0,0,1,0,1
"DR. UY HOSPITAL, INC.",2020-04-17 8:21:22,2020-04-17 8:21:22,0,986,DOH000000000000522,0,1,2020-04-17,0,0,1,0,1
KAPATAGAN PROVINCIAL HOSPITAL,2020-04-17 13:25:53,2020-04-17 13:25:19,0,1411,DOH000000000000597,0,6,2020-04-17,0,0,1,0,0
KAPATAGAN PROVINCIAL HOSPITAL,2020-04-16 8:58:39,2020-04-16 8:58:39,0,250,DOH000000000000597,0,6,2020-04-16,0,0,1,0,0
LABO DISTRICT HOSPITAL,2020-04-16 8:09:34,2020-04-16 8:09:34,16,143,DOH000000000000607,0,36,2020-04-16,1,0,1,0,0
MADONNA AND CHILD HOSPITAL,2020-04-16 15:00:34,2020-04-16 15:00:34,0,590,DOH000000000000630,0,0,2020-04-16,0,1,1,0,0
MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL,2020-04-17 10:19:38,2020-04-17 10:19:38,44,1256,DOH000000000000676,0,44,2020-04-17,0,1,1,0,0
MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL,2020-04-16 11:24:13,2020-04-16 11:24:13,44,410,DOH000000000000676,0,44,2020-04-16,0,1,1,0,0
"NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY, INC.",2020-04-16 7:47:43,2020-04-16 7:47:43,0,96,DOH000000000000684,0,1,2020-04-16,0,0,1,0,0
"NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY, INC.",2020-04-17 8:09:51,2020-04-17 8:09:51,0,924,DOH000000000000684,0,1,2020-04-17,0,0,1,0,1
"DO?A REMEDIOS TRINIDAD-ROMUALDEZ MEDICAL FOUNDATION, INC. (f",2020-04-17 9:37:33,2020-04-17 9:37:33,0,1197,DOH000000000000722,0,1,2020-04-17,0,0,1,0,0
"DO?A REMEDIOS TRINIDAD-ROMUALDEZ MEDICAL FOUNDATION, INC. (f",2020-04-16 12:52:56,2020-04-16 12:52:56,0,486,DOH000000000000722,0,1,2020-04-16,0,0,1,0,0
"ST. CLARE?S MEDICAL CENTER, INC.",2020-04-16 16:54:48,2020-04-16 16:54:48,1,670,DOH000000000000758,0,1,2020-04-16,0,0,1,0,1
ST. DOMINIC MEDICAL CENTER INC.,2020-04-16 12:01:33,2020-04-16 12:01:33,0,450,DOH000000000000760,0,0,2020-04-16,5,0,1,0,1
ST. DOMINIC MEDICAL CENTER INC.,2020-04-17 9:08:18,2020-04-17 9:08:18,0,1148,DOH000000000000760,0,0,2020-04-17,5,0,1,0,1
"ST. ELIZABETH HOSPITAL, INC.",2020-04-17 10:43:00,2020-04-17 10:43:00,1,1289,DOH000000000000761,0,3,2020-04-17,2,1,1,0,0
SURIGAO MEDICAL CENTER INC.,2020-04-17 7:34:05,2020-04-17 7:34:05,0,809,DOH000000000000787,0,2,2020-04-17,0,0,1,0,0
SURIGAO MEDICAL CENTER INC.,2020-04-16 11:39:13,2020-04-16 11:39:13,0,421,DOH000000000000787,0,2,2020-04-16,0,0,1,0,0
HEART OF JESUS HOSPITAL,2020-04-16 16:27:38,2020-04-16 16:27:38,0,654,DOH000000000001686,0,2,2020-04-16,1,0,1,0,0
HEART OF JESUS HOSPITAL,2020-04-17 10:37:33,2020-04-17 10:37:33,0,1282,DOH000000000001686,0,2,2020-04-17,1,0,1,0,0
Conner District Hospital,2020-04-17 8:12:22,2020-04-17 8:12:22,2,939,DOH000000000001788,0,3,2020-04-17,1,0,1,0,0
NORTHERN PALAWAN PROVINCIAL HOSPITAL,2020-04-16 10:52:45,2020-04-16 10:52:45,12,388,DOH000000000001819,0,0,2020-04-16,0,0,1,0,0
"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC.",2020-04-17 8:38:22,2020-04-17 8:38:22,0,1062,DOH000000000001873,0,2,2020-04-17,0,0,1,0,0
"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC.",2020-04-16 8:21:56,2020-04-16 8:21:56,0,167,DOH000000000001873,0,2,2020-04-16,0,0,1,0,0
"ALLAH VALLEY MEDICAL SPECIALISTS CENTER, INC.",2020-04-17 8:48:51,2020-04-17 8:48:51,0,1097,DOH000000000001902,0,0,2020-04-17,0,0,1,0,0
MAGALLANES MEDICARE COMMUNITY HOSPITAL,2020-04-17 6:12:07,2020-04-17 6:12:07,0,736,DOH000000000002025,0,1,2020-04-17,0,0,1,0,0
GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,2020-04-16 7:47:18,2020-04-16 7:47:18,0,94,DOH000000000002073,0,8,2020-04-16,1,0,1,0,2
GOV. ROQUE B. ABLAN SR. MEMORIAL HOSPITAL,2020-04-17 8:18:30,2020-04-17 8:18:30,0,975,DOH000000000002073,0,8,2020-04-17,1,0,1,0,2
ROXAS MEDICARE HOSPITAL,2020-04-16 8:45:58,2020-04-16 8:45:58,0,224,DOH000000000002119,0,6,2020-04-16,2,0,1,0,0
ROXAS MEDICARE HOSPITAL,2020-04-17 7:46:14,2020-04-17 7:46:14,0,829,DOH000000000002119,0,6,2020-04-17,2,0,1,0,0
"STA. TERESITA HOSPITAL, INC.",2020-04-16 17:07:06,2020-04-16 17:07:06,2,673,DOH000000000002185,0,5,2020-04-16,0,0,1,0,1
"STA. TERESITA HOSPITAL, INC.",2020-04-17 9:36:11,2020-04-17 9:36:11,2,1193,DOH000000000002185,0,5,2020-04-17,0,0,1,0,1
"PANABO POLYMEDIC HOSPITAL, INC.",2020-04-16 7:26:56,2020-04-16 7:26:56,2,67,DOH000000000002595,0,1,2020-04-16,0,0,1,0,0
"PANABO POLYMEDIC HOSPITAL, INC.",2020-04-17 7:32:56,2020-04-17 7:32:56,2,805,DOH000000000002595,0,1,2020-04-17,0,0,1,0,0
NAUJAN MUNICIPAL HOSPITAL,2020-04-16 16:03:11,2020-04-16 16:03:11,0,637,DOH000000000002657,0,5,2020-04-16,0,0,1,0,0
REGION II TRAUMA AND MEDICAL CENTER      (VETERANS REGIONAL,2020-04-17 8:25:46,2020-04-17 8:25:46,10,1007,DOH000000000002703,4,33,2020-04-17,14,3,1,0,0
"DR. AMANDO L. GARCIA MEDICAL CENTER, INC.",2020-04-16 16:47:14,2020-04-16 16:47:14,0,666,DOH000000000002820,0,0,2020-04-16,4,0,1,0,0
ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-04-16 8:04:47,2020-04-16 8:04:47,0,126,DOH000000000002821,0,3,2020-04-16,0,0,1,0,1
ANDRES SORIANO MEMORIAL HOSPITAL COOPERATIVE,2020-04-17 7:50:21,2020-04-17 7:50:21,0,837,DOH000000000002821,0,3,2020-04-17,0,0,1,0,1
"CEBU SOUTH GENERAL HOSPITAL, INC.",2020-04-17 8:21:44,2020-04-17 8:21:44,0,990,DOH000000000002930,0,2,2020-04-17,0,0,1,0,0
LABUAN GENERAL HOSPITAL,2020-04-16 9:18:19,2020-04-16 9:18:19,0,283,DOH000000000003075,0,1,2020-04-16,0,0,1,0,0
LABUAN GENERAL HOSPITAL,2020-04-17 8:36:04,2020-04-17 8:36:04,0,1050,DOH000000000003075,0,0,2020-04-17,0,0,1,0,1
MEDICAL CENTRUM DAGUPAN,2020-04-16 10:18:32,2020-04-16 10:18:32,1,355,DOH000000000003120,0,1,2020-04-16,0,0,1,0,1
BUNAWAN DISTRICT HOSPITAL,2020-04-17 8:26:04,2020-04-17 8:26:04,0,1008,DOH000000000003192,0,2,2020-04-17,0,0,1,0,0
BUNAWAN DISTRICT HOSPITAL,2020-04-16 8:17:05,2020-04-16 8:17:05,0,157,DOH000000000003192,0,2,2020-04-16,0,0,1,0,0
R DE C GALVEZ MEDICAL CENTER,2020-04-17 9:35:26,2020-04-17 9:35:26,1,1190,DOH000000000003246,0,0,2020-04-17,0,0,1,0,0
R DE C GALVEZ MEDICAL CENTER,2020-04-16 13:59:51,2020-04-16 13:59:51,0,533,DOH000000000003246,0,0,2020-04-16,1,0,1,0,0
MOTHER TERESA OF CALCUTTA MEDICAL CENTER,2020-04-16 17:59:34,2020-04-16 17:59:01,0,696,DOH000000000003314,0,0,2020-04-16,4,0,1,4,0
MOTHER TERESA OF CALCUTTA MEDICAL CENTER,2020-04-17 10:33:16,2020-04-17 10:33:16,0,1278,DOH000000000003314,0,0,2020-04-17,4,0,1,4,0
Far North Luzon General Hospital & Training Center,2020-04-17 10:52:27,2020-04-17 10:52:27,2,1296,DOH000000000003376,0,12,2020-04-17,0,0,1,0,1
"BUTUAN PUERICULTURE CENTER NO. 394, INC.",2020-04-17 8:52:44,2020-04-17 8:52:44,0,1111,DOH000000000003385,0,1,2020-04-17,0,0,1,0,2
"BUTUAN PUERICULTURE CENTER NO. 394, INC.",2020-04-16 15:25:02,2020-04-16 15:25:02,0,609,DOH000000000003385,0,2,2020-04-16,0,0,1,0,2
ABORLAN MEDICAL HOSPITAL,2020-04-17 8:53:28,2020-04-17 8:53:28,0,1112,DOH000000000003409,0,4,2020-04-17,0,0,1,0,0
ABORLAN MEDICAL HOSPITAL,2020-04-16 11:14:58,2020-04-16 11:14:58,0,405,DOH000000000003409,0,4,2020-04-16,0,0,1,0,0
NASIPIT DISTRICT HOSPITAL,2020-04-17 8:14:58,2020-04-17 8:14:58,0,955,DOH000000000003564,0,13,2020-04-17,1,0,1,0,0
NASIPIT DISTRICT HOSPITAL,2020-04-16 8:37:06,2020-04-16 8:37:06,0,196,DOH000000000003564,0,13,2020-04-16,1,0,1,0,0
SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES,2020-04-16 8:37:30,2020-04-16 8:37:30,0,197,DOH000000000003620,2,0,2020-04-16,3,1,1,0,0
SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES,2020-04-17 8:19:35,2020-04-17 8:19:35,0,979,DOH000000000003620,2,0,2020-04-17,3,1,1,0,0
MISAMIS UNIVERSITY MEDICAL CENTER,2020-04-16 7:31:15,2020-04-16 7:31:15,0,75,DOH000000000003625,0,1,2020-04-16,0,0,1,0,2
"MERCY COMMUNITY HOSPITAL, INC.",2020-04-17 8:04:52,2020-04-17 8:04:52,0,895,DOH000000000003716,0,3,2020-04-17,0,2,1,0,0
CAVITE MEDICAL CENTER,2020-04-16 14:21:30,2020-04-16 14:21:30,0,561,DOH000000000003802,0,1,2020-04-16,1,0,1,0,0
"BRENT HOSPITAL AND COLLEGES, INC.",2020-04-17 7:29:41,2020-04-17 7:29:41,0,798,DOH000000000003808,0,0,2020-04-17,0,0,1,1,0
"BRENT HOSPITAL AND COLLEGES, INC.",2020-04-16 7:30:49,2020-04-16 7:30:49,0,74,DOH000000000003808,0,0,2020-04-16,0,0,1,1,0
PREMIERE MEDICAL CENTER,2020-04-17 10:03:28,2020-04-17 10:03:28,0,1237,DOH000000000003960,1,1,2020-04-17,0,1,1,0,3
NOTRE DAME DE CHARTRES HOSPITAL,2020-04-17 11:42:23,2020-04-17 11:42:23,0,1347,DOH000000000004003,1,1,2020-04-17,2,0,1,0,0
ST. LOUIS HOSPITAL,2020-04-16 9:27:41,2020-04-16 9:27:41,0,296,DOH000000000004271,0,2,2020-04-16,0,0,1,0,0
ST. LOUIS HOSPITAL,2020-04-17 9:33:19,2020-04-17 9:33:19,0,1187,DOH000000000004271,0,2,2020-04-17,0,0,1,0,0
"ESTEVEZ MEMORIAL HOSPITAL, INC.",2020-04-16 6:06:30,2020-04-16 6:06:30,1,18,DOH000000000004308,0,1,2020-04-16,0,0,1,0,1
"ESTEVEZ MEMORIAL HOSPITAL, INC.",2020-04-17 2:20:02,2020-04-17 2:20:02,1,722,DOH000000000004308,0,1,2020-04-17,0,0,1,0,1
"SUMC FOUNDATION, INC.",2020-04-16 16:33:48,2020-04-16 16:33:48,0,658,DOH000000000004358,2,3,2020-04-16,2,0,1,0,0
OUR LADY OF LOURDES HOSPITAL,2020-04-16 8:05:02,2020-04-16 8:05:02,0,128,DOH000000000004384,0,1,2020-04-16,0,0,1,0,1
OUR LADY OF LOURDES HOSPITAL,2020-04-17 7:25:16,2020-04-17 7:25:16,0,787,DOH000000000004384,0,2,2020-04-17,0,0,1,0,2
SANTISSIMA TRINIDAD HOSPITAL OF DAET,2020-04-17 8:51:37,2020-04-17 8:51:37,7,1105,DOH000000000004474,0,0,2020-04-17,0,0,1,0,7
SANTISSIMA TRINIDAD HOSPITAL OF DAET,2020-04-16 8:53:44,2020-04-16 8:53:44,7,242,DOH000000000004474,0,0,2020-04-16,0,0,1,0,7
DAVAO DOCTORS HOSPITAL,2020-04-17 9:29:18,2020-04-17 9:29:18,0,1180,DOH000000000004534,0,4,2020-04-17,0,0,1,0,1
DAVAO DOCTORS HOSPITAL,2020-04-16 10:41:17,2020-04-16 10:41:17,0,377,DOH000000000004534,0,4,2020-04-16,0,0,1,0,1
BATAAN ST. JOSEPH HOSPITAL & MEDICAL CENTER CORP.,2020-04-17 7:13:02,2020-04-17 7:13:02,0,772,DOH000000000004569,0,0,2020-04-17,5,0,1,5,0
PRES. RAMON MAGSAYSAY MEMORIAL HOSPITAL,2020-04-16 14:43:00,2020-04-16 14:43:00,4,578,DOH000000000004704,0,6,2020-04-16,20,0,1,4,4
PRES. RAMON MAGSAYSAY MEMORIAL HOSPITAL,2020-04-17 13:57:56,2020-04-17 13:57:56,3,1436,DOH000000000004704,0,5,2020-04-17,21,0,1,5,4
PAGADIAN CITY MEDICAL CENTER,2020-04-17 8:04:07,2020-04-17 8:04:07,0,891,DOH000000000004798,0,6,2020-04-17,3,0,1,0,0
CAMP NAVARRO GENERAL HOSPITAL,2020-04-17 8:04:17,2020-04-17 8:04:17,0,892,DOH000000000004969,0,15,2020-04-17,0,0,1,0,0
CAMP NAVARRO GENERAL HOSPITAL,2020-04-16 6:34:25,2020-04-16 6:34:25,0,23,DOH000000000004969,0,15,2020-04-16,0,0,1,0,0
"UNIVERSITY OF SANTO TOMAS (UST) - LEGAZPI, INC. (formerly AQ",2020-04-16 10:02:14,2020-04-16 10:02:14,0,336,DOH000000000004999,0,5,2020-04-16,0,0,1,0,2
"UNIVERSITY OF SANTO TOMAS (UST) - LEGAZPI, INC. (formerly AQ",2020-04-17 10:31:40,2020-04-17 10:31:40,2,1274,DOH000000000004999,0,0,2020-04-17,0,0,1,0,2
R.O. DIAGAN COOPERATIVE HOSPITAL,2020-04-16 9:59:09,2020-04-16 9:59:09,0,328,DOH000000000005018,0,3,2020-04-16,0,0,1,0,3
R.O. DIAGAN COOPERATIVE HOSPITAL,2020-04-17 7:14:34,2020-04-17 7:14:34,0,775,DOH000000000005018,0,3,2020-04-17,0,0,1,0,3
MALITA DISTRICT HOSPITAL,2020-04-17 11:50:22,2020-04-17 11:50:22,0,1351,DOH000000000005024,0,1,2020-04-17,1,0,1,0,0
MALITA DISTRICT HOSPITAL,2020-04-16 12:22:00,2020-04-16 12:22:00,0,470,DOH000000000005024,0,2,2020-04-16,0,0,1,0,0
ROXAS MEMORIAL PROVINCIAL HOSPITAL,2020-04-17 11:12:48,2020-04-17 11:12:48,7,1314,DOH000000000005029,1,85,2020-04-17,2,1,1,1,6
ROXAS MEMORIAL PROVINCIAL HOSPITAL,2020-04-16 15:13:46,2020-04-16 15:13:46,7,599,DOH000000000005029,1,86,2020-04-16,1,1,1,1,6
JESUS NAZARENE GENERAL HOSPITAL,2020-04-17 7:03:03,2020-04-17 7:03:03,0,763,DOH000000000005122,0,1,2020-04-17,0,0,1,0,1
"ADVENTIST MEDICAL CENTER-VALENCIA CITY, INC.",2020-04-16 11:32:43,2020-04-16 11:32:43,0,417,DOH000000000005127,0,0,2020-04-16,0,0,1,0,0
"ST. JOHN HOSPITAL, INC.",2020-04-17 6:57:32,2020-04-17 6:57:32,1,756,DOH000000000005199,0,1,2020-04-17,0,0,1,0,2
"ST. JOHN HOSPITAL, INC.",2020-04-16 6:53:55,2020-04-16 6:53:55,1,40,DOH000000000005199,0,1,2020-04-16,0,0,1,0,2
"MARIA ESTRELLA GENERAL HOSPITAL, INC.",2020-04-16 8:28:44,2020-04-16 8:28:44,0,178,DOH000000000005225,0,0,2020-04-16,4,0,1,0,0
"MARIA ESTRELLA GENERAL HOSPITAL, INC.",2020-04-17 9:51:29,2020-04-17 9:51:29,0,1220,DOH000000000005225,0,0,2020-04-17,4,0,1,0,0
METRO VIGAN MULTI-PURPOSE COOPERATIVE HOSPITAL,2020-04-16 17:37:06,2020-04-16 17:37:06,1,687,DOH000000000005234,0,1,2020-04-16,0,0,1,0,1
METRO VIGAN MULTI-PURPOSE COOPERATIVE HOSPITAL,2020-04-17 7:55:08,2020-04-17 7:55:08,1,855,DOH000000000005234,0,1,2020-04-17,0,0,1,0,1
