updateddate,addeddate,hfhudcode,medtech,icu_nurse,resident,gown,id_specialist,er_nurse,ward_nurse,id,reportdate,gloves,surgmask,mechvent_tech,pulmo,respthe,shoe_cover,face_shield,n95mask,goggles,ic_specialist,head_cover,cfname
2020-04-10 16:53:09,2020-04-10 16:53:09,DOH000000000032090,1,0,1,2,0,4,2,526,2020-04-10,2,1,0,0,0,0,2,0,1,0,1,LORENZO TAN MULTI-PURPOSE COOPERATIVE HOSPITAL
2020-04-04 13:47:36,2020-04-04 13:47:36,DOH000000000037388,2,0,2,2,1,4,10,237,2020-04-04,10,40,0,1,0,0,40,0,0,0,0,"UNITED DOCTORS HOSPITAL OF COTABATO CITY, INC."
2020-04-10 16:01:24,2020-04-10 16:01:24,DOH000000000032541,5,0,4,10,0,4,4,461,2020-04-10,9,2,0,1,0,2,9,19,19,0,125,VILLANUEVA-TANCHULING MATERNITY & GENERAL HOSPITAL
2020-04-07 9:20:09,2020-04-07 9:20:09,DOH000000000005333,3,0,5,7,1,4,4,266,2020-04-07,200,25,0,2,1,0,20,0,8,0,5000,MEDICAL CENTER OF DIGOS COOPERATIVE HOSPITAL (MCDC)
2020-04-10 16:14:56,2020-04-10 16:14:56,DOH000000000000309,2,0,1,2,0,4,7,482,2020-04-10,6,40,0,0,0,0,20,0,2,0,20,JOSE PANGANIBAN PRIMARY HOSPITAL SERVICE COOPERATIVE
2020-04-10 10:42:19,2020-04-10 10:42:19,DOH000000000005377,7,0,5,25,0,4,0,319,2020-04-10,24,0,0,1,0,100,85,0,11,0,70,MEDICAL MISSION GROUP HOSPITAL & HEALTH SERVICES COOPERATIVE
2020-04-10 15:50:04,2020-04-10 15:50:04,DOH000000000001788,3,0,7,5,0,5,18,435,2020-04-10,10,30,1,0,1,10,0,10,13,0,50,Conner District Hospital
2020-04-03 2:00:25,2020-04-03 2:00:25,DOH000000000001788,3,0,7,7,0,5,18,118,2020-04-03,1000,40,1,0,1,20,0,20,15,0,50,Conner District Hospital
2020-04-10 14:45:24,2020-04-10 14:45:24,DOH000000000006493,3,0,3,20,0,5,15,381,2020-04-10,10,7,0,0,2,0,25,0,20,0,170,Eversley Childs Sanitarium
2020-04-10 13:29:59,2020-04-10 13:29:59,DOH000000000000267,1,0,2,100,0,5,5,360,2020-04-10,30,1,0,0,0,100,50,5,50,0,100,Masbate Provincial Hospital
2020-04-10 15:35:30,2020-04-10 15:35:30,DOH000000000037004,3,0,2,8,0,5,5,415,2020-04-10,9,1,0,0,0,8,10,2,8,0,10,MALANGAS EMERGENCY INFIRMARY
2020-04-03 4:32:57,2020-04-03 4:32:57,DOH000000000037004,3,0,2,10,0,5,5,192,2020-04-03,10,2,0,0,0,10,10,1,10,0,10,MALANGAS EMERGENCY INFIRMARY
2020-04-03 20:38:08,2020-04-03 20:38:08,DOH000000000000268,3,8,8,200,2,5,21,225,2020-04-03,20,3,2,3,2,100,200,10,200,1,100,DAVAO REGIONAL MEDICAL CENTER
2020-04-10 15:03:46,2020-04-10 15:03:46,DOH000000000002634,4,0,1,30,1,5,12,392,2020-04-10,10,0,0,1,0,10,85,0,15,0,200,MMGHHSP COOPERATI VE HOSPITAL
2020-04-10 16:41:04,2020-04-10 16:41:04,DOH000000000000646,1,0,3,138,0,5,4,510,2020-04-10,2235,482,0,1,0,0,0,56,1,0,1223,Margosatubig Regional Hospital
2020-04-01 11:47:19,2020-04-01 11:47:19,DOH000000000000646,1,0,3,40,0,5,4,50,2020-04-01,2340,610,0,1,1,191,0,1041,14,0,1261,Margosatubig Regional Hospital
2020-03-30 10:05:09,2020-03-30 10:05:09,DOH000000000000232,1,0,1,69,0,5,4,28,2020-03-30,30,7,0,0,0,100,10,14,120,0,9600,SAN SEBASTIAN DISTRICT HOSPITAL
2020-04-10 16:48:20,2020-04-10 16:48:20,DOH000000000038480,2,0,3,200,1,5,10,519,2020-04-10,5,2,0,1,0,20,15,200,10,0,50,"SURIGAO DOCTORS' HOSPITAL, INC."
2020-04-11 11:42:27,2020-04-11 11:42:27,DOH000000000007505,7,0,3,12,0,5,6,592,2020-04-11,15,5,0,0,0,5,30,1,15,0,200,CLINICA OZARAGA DOCTORS HOSPITAL
2020-04-03 16:38:06,2020-04-03 16:38:06,DOH000000000007505,7,0,3,12,0,5,6,197,2020-04-03,15,5,0,0,0,5,30,1,16,0,200,CLINICA OZARAGA DOCTORS HOSPITAL
2020-04-07 19:19:49,2020-04-07 19:19:49,DOH000000000000589,5,0,3,0,0,5,9,276,2020-04-07,20,12,0,1,0,0,15,0,0,0,50,"KABACAN MEDICAL SPECIALIST, INC."
2020-04-10 16:20:15,2020-04-10 16:20:15,DOH000000000006720,4,0,3,20,0,5,11,489,2020-04-10,8,0,0,0,0,7,37,50,24,0,50,A.M. YUMENA GENERAL HOSPITAL INC.
2020-04-03 3:07:03,2020-04-03 3:07:03,DOH000000000007014,3,0,2,17,0,5,10,132,2020-04-03,5,2,0,0,0,5,30,0,17,0,17,"STA. MARIA VILLAGE HOSPITAL, INC."
2020-04-10 13:15:01,2020-04-10 13:15:01,DOH000000000007014,3,0,2,17,0,5,10,351,2020-04-10,4,2,0,0,0,5,30,0,17,0,17,"STA. MARIA VILLAGE HOSPITAL, INC."
2020-04-10 17:09:35,2020-04-10 17:09:35,DOH000000000005420,4,2,5,40,0,5,8,535,2020-04-10,9,9,0,1,0,200,115,2,140,0,15,SULTAN KUDARAT PROVINCIAL HOSPITAL
2020-04-10 15:47:45,2020-04-10 15:47:45,DOH000000000002748,6,0,5,56,0,5,8,430,2020-04-10,10,0,0,0,0,0,20,5,30,0,20,DR. DAMIAN REYES PROVINCIAL HOSPITAL
2020-04-10 13:49:24,2020-04-10 13:49:24,DOH000000000034411,0,2,4,1095,1,5,10,362,2020-04-10,616,15646,0,2,1,1657,68,340,424,0,4583,PAMPANGA PREMIER MEDICAL CENTER INC.
2020-04-10 9:09:05,2020-04-10 9:09:05,DOH000000000000246,3,0,5,10,0,5,7,300,2020-04-10,6,5,0,0,0,10,55,2,60,0,50,SAN JOSE MEDICARE COMMUNITY HOSPITAL
2020-04-10 17:58:05,2020-04-10 17:58:05,DOH000000000005353,2,5,1,130,0,5,5,544,2020-04-10,77,466,1,0,0,140,121,29,77,1,900,Don Emilio del Valle Memorial Hospital
2020-04-03 3:58:32,2020-04-03 3:58:32,DOH000000000034296,3,0,1,40,0,5,11,172,2020-04-03,1,4,1,1,0,40,2,0,2,0,0,"ST. PAUL SURIGAO UNIVERSITY HOSPITAL, INC."
2020-04-03 17:06:50,2020-04-03 17:06:50,DOH000000000004329,4,0,5,40,0,5,6,208,2020-04-03,6,10,0,0,0,150,36,0,28,0,10,CAMP GENERAL ARTEMIO RICARTE STATION HOSPITAL
2020-04-08 14:00:11,2020-04-08 14:00:11,DOH000000000000450,1,0,7,5,0,5,9,281,2020-04-08,18,3,0,0,0,5,5,4,10,0,5,MISAMIS ORIENTAL PROVINCIAL HOSPITAL - CLAVERIA
2020-04-10 14:42:59,2020-04-10 14:42:59,DOH000000000005060,5,0,4,5,0,5,15,377,2020-04-10,2,2,0,0,0,5,20,0,0,0,20,IMMACULATE CONCEPCION POLYCLINIC AND HOSPITAL INC
2020-03-30 9:09:16,2020-03-30 9:09:16,DOH000000000033978,9,2,4,9,0,5,10,27,2020-03-30,9,27,0,1,0,9,100,83,9,0,9,"MINDANAO DOCTORS HOSPITAL AND CANCER CENTER, INC."
2020-04-11 8:03:59,2020-04-11 8:03:59,DOH000000000036844,4,3,3,38,1,5,8,575,2020-04-11,20,0,0,1,0,38,20,1,10,3,100,"ST. BENEDICT HOSPITAL OF DAVAO DEL SUR, INC (new)"
2020-03-30 7:16:07,2020-03-30 7:16:07,DOH000000000036844,4,3,3,39,1,5,8,26,2020-03-30,10,1,0,1,0,39,10,1,6,3,100,"ST. BENEDICT HOSPITAL OF DAVAO DEL SUR, INC (new)"
2020-04-03 4:16:11,2020-04-03 4:16:11,,4,0,11,13,0,6,6,181,2020-04-03,20,20,0,1,3,0,40,0,2,0,500,TESTER
2020-04-10 17:38:53,2020-04-10 17:38:53,,4,0,11,13,0,6,6,543,2020-04-10,16,16,0,1,0,0,60,0,2,0,1000,TESTER
2020-04-10 9:41:26,2020-04-10 9:41:26,DOH000000000031927,3,0,4,110,1,6,5,307,2020-04-10,84,5,0,4,0,7,50,1,2,0,400,NICC DOCTORS HOSPITAL
2020-04-03 1:27:12,2020-04-03 1:27:12,DOH000000000031927,3,0,4,142,1,6,5,106,2020-04-03,89,0,0,4,0,47,32,0,2,0,399,NICC DOCTORS HOSPITAL
2020-04-10 15:49:25,2020-04-10 15:49:25,DOH000000000033979,0,0,3,8,0,6,6,433,2020-04-10,1,0,0,0,0,0,10,0,8,0,8,PNP HOSPITAL REGION 13
2020-04-10 14:11:50,2020-04-10 14:11:50,DOH000000000005199,20,2,6,31,1,6,10,369,2020-04-10,90,9,0,3,0,16,75,1,25,0,200,"ST. JOHN HOSPITAL, INC."
2020-04-03 17:17:06,2020-04-03 17:17:06,DOH000000000002165,7,8,5,400,1,6,14,212,2020-04-03,500,500,0,1,0,274,20,260,95,0,17000,AMAI PAKPAK MEDICAL CENTER
2020-04-02 5:18:41,2020-04-02 5:18:41,DOH000000000002165,7,8,5,400,1,6,14,75,2020-04-02,500,500,0,1,0,274,20,260,95,0,17000,AMAI PAKPAK MEDICAL CENTER
2020-04-10 14:49:37,2020-04-10 14:49:37,DOH000000000002165,5,8,5,300,1,6,14,384,2020-04-10,350,400,0,1,0,200,200,220,150,0,16000,AMAI PAKPAK MEDICAL CENTER
2020-04-10 16:22:21,2020-04-10 16:22:21,DOH000000000016768,1,0,2,35,0,6,6,492,2020-04-10,31,480,0,0,0,32,27,30,32,0,32,SAN JOSE DISTRICT HOSPITAL
2020-03-27 16:45:19,2020-03-27 16:45:19,DOH000000000006875,6,0,2,10,0,6,6,12,2020-03-27,10,0,0,2,4,0,10,1,1,0,300,"DIVINE MERCY HOSPITAL, INC."
2020-04-03 17:11:40,2020-04-03 17:11:40,DOH000000000034465,13,12,10,585,2,6,7,209,2020-04-03,40,30,1,2,3,174,96,8,92,2,1096,SANTIAGO MEDICAL CITY (NEW)
2020-04-02 3:22:16,2020-04-02 3:22:16,DOH000000000000222,1,0,3,2,0,6,6,61,2020-04-02,20,1,0,0,0,2,10,1,4,0,80,BULALACAO COMMUNITY HOSPITAL
2020-04-03 3:40:29,2020-04-03 3:40:29,DOH000000000003490,1,0,2,29,0,6,6,160,2020-04-03,2,5,0,0,0,50,30,0,30,0,50,SAN ANDRES MUNICIPAL HOSPITAL
2020-04-10 13:29:39,2020-04-10 13:29:39,DOH000000000003490,1,0,2,25,0,6,6,359,2020-04-10,1,3,0,0,0,25,20,0,30,0,25,SAN ANDRES MUNICIPAL HOSPITAL
2020-04-10 11:40:16,2020-04-10 11:40:16,DOH000000000003412,2,3,7,190,2,6,6,330,2020-04-10,400,100,1,1,2,20,40,400,15,2,150,"SE?OR STO. NI?O HOSPITAL, INC."
2020-04-11 13:57:52,2020-04-11 13:57:52,DOH000000000005034,3,0,6,3000,4,6,6,599,2020-04-11,140,1540,2,2,3,900,840,50,20,2,26000,WESTERN VISAYAS MEDICAL CENTER
2020-04-06 20:10:52,2020-04-06 20:10:52,DOH000000000007028,5,0,3,19,0,6,16,263,2020-04-06,2,0,0,1,0,0,10,0,19,0,20,JESUS THE GOOD SHEPHERD HOSPITAL
2020-04-10 12:01:34,2020-04-10 12:01:34,DOH000000000007028,5,0,5,11,1,6,15,334,2020-04-10,1,0,0,1,0,0,10,0,5,0,0,JESUS THE GOOD SHEPHERD HOSPITAL
2020-04-05 18:08:44,2020-04-05 18:08:44,DOH000000000000807,1,8,0,300,1,6,8,251,2020-04-05,40,30,1,2,2,300,300,9,50,1,300,ZAMBOANGA DEL NORTE MEDICAL CENTER
2020-04-10 11:54:22,2020-04-10 11:54:22,DOH000000000000807,1,6,0,650,1,6,8,332,2020-04-10,60,50,1,2,2,100,70,4,10,1,3000,ZAMBOANGA DEL NORTE MEDICAL CENTER
2020-04-10 16:34:08,2020-04-10 16:34:08,DOH000000000002014,0,0,1,5,0,6,6,503,2020-04-10,5,0,0,0,0,0,20,0,30,0,0,TINAMBAC MEDICARE COMMUNITY HOSPITAL
2020-04-11 10:33:37,2020-04-11 10:33:37,DOH000000000004415,7,4,3,40,1,6,4,589,2020-04-11,13,15,0,0,1,0,100,0,85,0,400,"GONZALES MARANAN MEDICAL CENTER, INC."
2020-04-03 2:08:06,2020-04-03 2:08:06,DOH000000000004415,7,4,3,20,1,6,4,121,2020-04-03,13,10,0,0,1,0,75,0,6,0,400,"GONZALES MARANAN MEDICAL CENTER, INC."
2020-04-03 3:25:26,2020-04-03 3:25:26,DOH000000000005071,3,0,5,0,2,6,3,140,2020-04-03,0,6,0,7,3,10,0,0,0,0,400,"ST. PAUL HOSPITAL OF TUGUEGARAO, INC."
2020-04-10 15:30:37,2020-04-10 15:30:37,DOH000000000001989,2,4,4,400,2,6,0,413,2020-04-10,100,487,0,2,2,0,50,2,50,2,400,"SAN PEDRO HOSPITAL OF DAVAO CITY, INC."
2020-04-03 10:22:18,2020-04-03 10:22:18,DOH000000000003385,0,1,4,0,0,6,8,90,2020-04-03,1,2,1,0,0,0,10,1,2,1,300,"BUTUAN PUERICULTURE CENTER NO. 394, INC."
2020-04-10 15:10:19,2020-04-10 15:10:19,DOH000000000005641,6,0,4,10,0,6,6,396,2020-04-10,5,10,0,0,0,0,30,0,10,0,10,DAVAO ORIENTAL PROV'L HOSP- GOV. GENEROSO
2020-04-03 3:38:25,2020-04-03 3:38:25,DOH000000000000226,1,0,1,40,0,6,4,159,2020-04-03,50,20,0,0,1,30,30,5,10,0,0,ORIENTAL MINDORO CENTRAL DISTRICT HOSPITAL
2020-04-10 13:02:01,2020-04-10 13:02:01,DOH000000000000226,1,0,1,60,0,6,4,349,2020-04-10,30,20,0,0,1,16,135,40,10,0,0,ORIENTAL MINDORO CENTRAL DISTRICT HOSPITAL
2020-04-03 12:30:23,2020-04-03 12:30:23,DOH000000000003810,2,0,5,0,0,6,12,102,2020-04-03,10,5,0,0,0,0,0,0,0,0,100,BUKIDNON PROVINCIAL HOSPITAL - SAN FERNANDO
2020-04-10 23:56:45,2020-04-10 23:56:45,DOH000000000003810,2,0,5,0,0,6,12,571,2020-04-10,6,8,0,0,0,0,0,0,0,0,200,BUKIDNON PROVINCIAL HOSPITAL - SAN FERNANDO
2020-04-10 12:10:37,2020-04-10 12:10:37,DOH000000000000253,10,0,8,85,0,6,18,338,2020-04-10,68,60,0,0,0,50,45,0,8,0,200,COMPOSTELA VALLEY PROVINCIAL HOSPITAL - PANTUKAN
2020-04-03 3:26:10,2020-04-03 3:26:10,DOH000000000000497,11,0,7,100,0,6,4,144,2020-04-03,750,856,0,0,0,1038,80,2,14,0,41,Dr. Jose Rizal Memorial Hospital  (DOH retained)
2020-03-30 10:04:55,2020-03-30 10:04:55,DOH000000000000497,0,0,4,120,0,6,5,29,2020-03-30,811,808,0,0,0,1000,0,0,34,0,0,Dr. Jose Rizal Memorial Hospital  (DOH retained)
2020-04-10 15:29:12,2020-04-10 15:29:12,DOH000000000000497,11,0,6,80,0,6,4,412,2020-04-10,690,887,0,0,0,1019,129,35,61,0,0,Dr. Jose Rizal Memorial Hospital  (DOH retained)
2020-03-31 10:49:00,2020-03-31 10:49:00,DOH000000000000615,22,0,2,57,2,6,8,41,2020-03-31,30,4,0,2,1,100,9,6,14,0,100,LAS PI?AS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER
2020-04-03 3:48:31,2020-04-03 3:48:31,DOH000000000000615,22,0,2,2320,2,6,8,164,2020-04-03,6400,1332,0,2,1,0,413,426,76,0,39,LAS PI?AS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER
2020-04-05 13:08:30,2020-04-05 13:08:30,DOH000000000000392,8,5,5,10,1,6,7,249,2020-04-05,500,0,0,1,7,50,20,0,5,3,100,"NUEVA ECIJA GOOD SAMARITAN HEALTH SYSTEM, INC. (EXT.)"
2020-04-10 15:09:40,2020-04-10 15:09:40,DOH000000000000392,8,5,5,7,1,6,7,395,2020-04-10,10,0,0,1,7,50,20,0,5,3,50,"NUEVA ECIJA GOOD SAMARITAN HEALTH SYSTEM, INC. (EXT.)"
2020-04-10 16:50:25,2020-04-10 16:50:25,DOH000000000002421,4,0,2,20,0,7,18,524,2020-04-10,1,2,0,0,0,0,40,0,0,0,50,BISLIG DISTRICT HOSPITAL
2020-04-03 4:11:22,2020-04-03 4:11:22,DOH000000000002421,4,0,5,30,0,7,18,180,2020-04-03,2,2,0,0,0,0,60,0,0,0,30,BISLIG DISTRICT HOSPITAL
2020-04-10 10:41:12,2020-04-10 10:41:12,DOH000000000005024,6,0,5,0,0,7,8,318,2020-04-10,0,0,0,0,0,0,25,0,0,0,0,MALITA DISTRICT HOSPITAL
2020-04-10 16:34:48,2020-04-10 16:34:48,DOH000000000007489,9,4,5,8,2,7,3,506,2020-04-10,20,32,1,0,1,20,423,18,134,0,200,EASTERN BICOL MEDICAL CENTER
2020-04-10 12:39:54,2020-04-10 12:39:54,DOH000000000025676,8,5,1,5,2,7,15,344,2020-04-10,100,50,2,4,2,100,75,5,75,1,250,"GRACE GENERAL HOSPITAL, INC."
2020-04-03 12:25:13,2020-04-03 12:25:13,DOH000000000025676,8,7,1,0,2,7,17,100,2020-04-03,25,50,2,4,2,100,75,1,100,1,100,"GRACE GENERAL HOSPITAL, INC."
2020-04-05 16:16:08,2020-04-05 16:16:08,DOH000000000000459,10,6,26,150,1,7,28,250,2020-04-05,4000,850,0,2,8,1000,4000,70,25,1,70000,COTABATO REGIONAL AND MEDICAL CENTER
2020-03-28 12:36:48,2020-03-28 12:36:48,DOH000000000000459,10,6,26,455,1,7,28,20,2020-03-28,4390,947,0,2,8,1179,4450,123,25,1,79200,COTABATO REGIONAL AND MEDICAL CENTER
2020-04-12 15:31:23,2020-04-12 15:31:23,DOH000000000000459,10,6,26,25,1,7,28,621,2020-04-12,4310,1383,0,2,8,0,0,142,0,1,78700,COTABATO REGIONAL AND MEDICAL CENTER
2020-04-08 15:52:57,2020-04-08 15:52:57,DOH000000000031935,11,3,1,80,0,7,12,282,2020-04-08,4,4,0,0,3,30,50,1,40,0,200,"SAN FRANCISCO DOCTORS HOSPITAL, INC."
2020-04-10 18:36:05,2020-04-10 18:36:05,DOH000000000032016,8,6,2,20,0,7,22,551,2020-04-10,20,20,0,2,1,30,12,2,12,0,60,"VALENCIA POLYMEDIC GENERAL HOSPITAL, INC."
2020-04-08 13:39:09,2020-04-08 13:39:09,DOH000000000005166,6,0,7,3,0,7,12,280,2020-04-08,4,3,0,0,0,50,10,0,10,0,100,COMPOSTELA VALLEY PROVINCIAL HOSPITAL -MARAGUSAN
2020-04-10 13:03:49,2020-04-10 13:03:49,DOH000000000005166,6,0,7,3,0,7,12,350,2020-04-10,10,3,0,0,0,50,10,0,10,0,100,COMPOSTELA VALLEY PROVINCIAL HOSPITAL -MARAGUSAN
2020-04-10 15:45:03,2020-04-10 15:45:03,DOH000000000004592,6,0,3,15,1,7,4,425,2020-04-10,10,2,0,1,3,0,20,1,14,0,15,ZAMBOANGA PUERICULTURE CENTER MATERNITY LYING-IN HOSPITAL
2020-04-12 11:02:01,2020-04-12 11:02:01,DOH000000000004507,5,0,7,17,0,8,8,616,2020-04-12,1,79,0,0,0,100,50,1,2,0,100,NAGA CITY HOSPITAL
2020-04-03 1:45:17,2020-04-03 1:45:17,DOH000000000004201,5,0,10,25,0,8,17,110,2020-04-03,22,1,0,0,0,0,100,0,0,0,400,MANDAUE CITY HOSPITAL
2020-03-27 8:47:03,2020-03-27 8:47:03,DOH000000000004201,5,0,10,20,0,8,17,4,2020-03-27,20,2,0,0,0,0,30,0,0,0,30,MANDAUE CITY HOSPITAL
2020-04-10 16:00:34,2020-04-10 16:00:34,DOH000000000002595,14,0,2,50,0,8,12,459,2020-04-10,3,5,0,0,0,25,30,3,8,0,50,"PANABO POLYMEDIC HOSPITAL, INC."
2020-04-10 15:27:59,2020-04-10 15:27:59,DOH000000000000266,12,0,8,0,0,8,6,409,2020-04-10,15,0,0,0,0,1080,50,0,0,0,52,CAMARINES NORTE PROVINCIAL HOSPITAL
2020-04-03 1:42:10,2020-04-03 1:42:10,DOH000000000000266,6,0,8,0,0,8,10,109,2020-04-03,15,18,0,0,0,1180,73,7,0,0,62,CAMARINES NORTE PROVINCIAL HOSPITAL
2020-04-10 15:59:12,2020-04-10 15:56:06,DOH000000000037944,4,0,10,0,0,8,9,449,2020-04-10,0,0,0,2,0,5,10,0,0,0,30,F.P. URBIZTONDO MEDICAL HOSPITAL INC.
2020-04-03 3:54:54,2020-04-03 3:54:54,DOH000000000037944,4,0,10,0,0,8,9,169,2020-04-03,0,0,0,2,0,5,10,0,0,0,30,F.P. URBIZTONDO MEDICAL HOSPITAL INC.
2020-03-31 3:51:53,2020-03-31 3:51:53,DOH000000000000279,2,5,3,400,2,8,10,44,2020-03-31,100,14,0,1,2,0,100,10,0,0,3300,Culion Sanitarium and General Hospital
2020-04-03 1:50:43,2020-04-03 1:50:43,DOH000000000000279,2,5,3,200,2,8,10,112,2020-04-03,100,8,0,1,2,0,50,5,0,0,2800,Culion Sanitarium and General Hospital
2020-04-06 10:46:03,2020-04-06 10:46:03,DOH000000000007121,2,3,3,9,0,8,8,255,2020-04-06,1,0,0,0,0,7,50,7,10,0,11,ANGEL SALAZAR MEMORIAL GENERAL HOSPITAL
2020-04-10 16:43:57,2020-04-10 16:43:57,DOH000000000007121,2,3,4,19,0,8,8,517,2020-04-10,44,13,0,0,0,19,19,6,6,0,19,ANGEL SALAZAR MEMORIAL GENERAL HOSPITAL
2020-04-03 17:39:23,2020-04-03 17:39:23,DOH000000000000271,8,12,28,431,5,8,8,215,2020-04-03,124,54,0,3,4,0,267,17,396,3,988,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL
2020-04-10 15:51:13,2020-04-10 15:51:13,DOH000000000000271,8,12,28,2364,5,8,8,439,2020-04-10,4926,478,0,3,4,316,131,27,570,3,6059,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL
2020-04-10 8:04:49,2020-04-10 8:04:49,DOH000000000000318,6,0,1,3,0,8,8,283,2020-04-10,4,0,0,0,0,20,18,0,4,0,100,DR. VICTOR S. VILLAROMAN MEMORIAL HOSPITAL
2020-04-02 4:02:30,2020-04-02 4:02:30,DOH000000000005285,3,0,6,0,0,8,8,67,2020-04-02,2,0,0,0,0,0,4,0,0,1,20,ORIENTAL MINDORO SOUTHERN DISTRICT HOSPITAL
2020-04-10 15:51:37,2020-04-10 15:51:37,DOH000000000002141,5,0,7,0,0,8,4,441,2020-04-10,88,15,0,0,0,0,0,900,0,0,0,DR. LORENZO T. ZIGA MEMORIAL DISTRICT HOSPITAL
2020-04-06 10:01:54,2020-04-06 10:01:54,DOH000000000000684,8,5,8,14,2,8,26,253,2020-04-06,47,245,0,3,7,48,5,1,30,0,900,"NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY, INC."
2020-03-27 15:00:23,2020-03-27 15:00:23,DOH000000000000684,13,5,8,14,2,8,29,10,2020-03-27,50,250,0,3,7,50,5,1,30,0,1000,"NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY, INC."
2020-04-10 16:42:23,2020-04-10 16:42:23,DOH000000000000684,13,5,8,14,2,8,29,515,2020-04-10,14,240,0,3,7,43,5,1,30,0,800,"NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY, INC."
2020-04-10 22:24:43,2020-04-10 22:24:43,DOH000000000000615,5,0,12,2189,2,8,6,570,2020-04-10,478900,1368,0,2,1,220,862,0,196,0,17600,LAS PI?AS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER
2020-04-10 15:08:17,2020-04-10 15:08:17,DOH000000000000652,14,0,5,41,1,8,24,394,2020-04-10,50,30,0,0,0,200,30,1,5,0,300,MASBATE MEDICAL MISSION GROUP HOSPITAL SERVICE COOPERATIVE
2020-04-03 12:02:28,2020-04-03 12:02:28,DOH000000000005272,13,5,2,140,5,8,17,96,2020-04-03,3,3,0,2,1,140,140,3,140,5,140,MEDICAL MISSION GROUP HOSPITAL MULTIPURPOSE COOPERATIVE OF O
2020-04-03 9:12:45,2020-04-03 9:12:45,DOH000000000005201,7,6,0,42,0,9,20,82,2020-04-03,112,50,1,0,0,0,0,21,10,2,5000,Batanes General Hospital
2020-04-10 14:27:40,2020-04-10 14:27:40,DOH000000000005201,7,6,0,42,0,9,20,374,2020-04-10,108,40,1,0,0,0,0,21,10,2,4955,Batanes General Hospital
2020-04-10 12:45:54,2020-04-10 12:45:54,DOH000000000005079,7,0,6,13,0,9,18,346,2020-04-10,4,2,0,0,0,25,39,2,4,0,30,HINATUAN DISTRICT HOSPITAL
2020-04-03 12:40:04,2020-04-03 12:40:04,DOH000000000005079,7,0,6,1,0,9,18,103,2020-04-03,7,5,0,0,0,25,122,3,4,0,80,HINATUAN DISTRICT HOSPITAL
2020-03-29 15:25:43,2020-03-29 15:25:43,DOH000000000034463,3,3,10,0,1,9,9,25,2020-03-29,3,5,0,1,3,87,56,4,0,0,103,QUALIMED HEALTH NETWORK SJDM
2020-04-10 16:04:10,2020-04-10 16:04:10,DOH000000000002151,9,0,7,30,0,9,25,466,2020-04-10,8,5,0,1,0,70,70,5,20,0,70,"BETHEL BAPTIST HOSPITAL, INC."
2020-04-10 21:57:18,2020-04-10 21:57:18,DOH000000000037488,10,0,5,0,0,9,30,568,2020-04-10,5,2,0,0,0,0,50,0,10,0,100,DAET DOCTORS HOSPITAL INCORPORATED
2020-04-10 9:46:51,2020-04-10 9:46:51,DOH000000000004631,15,8,3,35,1,9,16,308,2020-04-10,200,300,0,2,0,0,150,100,15,0,500,BLESSED FAMILY DOCTORS GENERAL HOSPITAL
2020-04-03 1:59:48,2020-04-03 1:59:48,DOH000000000030152,3,2,4,247,0,9,3,116,2020-04-03,392,27,0,2,7,200,58,12,245,0,7500,"ISABELA UNITED DOCTORS MEDICAL CENTER, INC."
2020-04-10 12:05:56,2020-04-10 12:05:56,DOH000000000030152,3,2,4,375,0,9,3,336,2020-04-10,640,21,0,2,7,0,105,15,245,0,6500,"ISABELA UNITED DOCTORS MEDICAL CENTER, INC."
2020-04-10 10:16:15,2020-04-10 10:16:15,DOH000000000005052,2,4,5,84,1,9,23,313,2020-04-10,13,192,0,0,1,85,130,0,9,1,1080,"Dr. Fernando B. Duran, Sr. Memorial Hospital"
2020-04-04 15:50:51,2020-04-04 15:50:51,DOH000000000005052,2,4,5,42,1,9,23,238,2020-04-04,17,50,0,0,1,215,13,0,25,1,968,"Dr. Fernando B. Duran, Sr. Memorial Hospital"
2020-04-07 8:39:22,2020-04-07 8:39:22,DOH000000000032104,4,0,6,0,0,9,12,264,2020-04-07,2,2,0,0,0,0,3,0,5,0,0,OWWA MISAMIS ORIENTAL PROVINCIAL HOSPITAL- ALUBIJID
2020-04-10 12:45:43,2020-04-10 12:45:43,DOH000000000002119,5,0,2,46,0,10,10,345,2020-04-10,24,2,0,0,0,130,45,2,5,0,40,ROXAS MEDICARE HOSPITAL
2020-04-03 3:54:22,2020-04-03 3:54:22,DOH000000000002119,5,0,9,2,0,10,10,168,2020-04-03,21,0,0,0,0,126,0,1,6,0,350,ROXAS MEDICARE HOSPITAL
2020-04-08 11:32:36,2020-04-08 11:32:36,DOH000000000005925,5,0,4,25,0,10,18,278,2020-04-08,30,0,0,0,0,0,0,2,0,0,30,CATIGBIAN DISTRICT HOSPITAL
