cfname,updateddate,addeddate,hfhudcode,beds_ward_v,reportdate,id,isolbed_v,icu_o,beds_ward_o,icu_v,isolbed_o,mechvent_o,mechvent_v
CARRASCAL PRIMARY HEALTH CARE INFIRMARY,2020-04-16 8:02:40,2020-04-16 8:02:40,DOH000000000034333,0,2020-04-16,122,1,0,0,0,0,0,0
CARRASCAL PRIMARY HEALTH CARE INFIRMARY,2020-04-18 7:20:27,2020-04-18 7:20:27,DOH000000000034333,0,2020-04-18,1654,1,0,0,0,0,0,0
"MAKILALA MIDWAY HOSPITAL,INC.",2020-04-17 16:09:56,2020-04-17 16:09:56,DOH000000000034412,0,2020-04-17,1507,0,0,0,0,0,0,0
QUALIMED HEALTH NETWORK SJDM,2020-04-17 16:48:40,2020-04-17 16:48:40,DOH000000000034463,0,2020-04-17,1532,0,3,0,0,7,3,0
QUALIMED HEALTH NETWORK SJDM,2020-04-18 8:39:33,2020-04-18 8:39:33,DOH000000000034463,0,2020-04-18,1952,0,3,0,0,7,3,0
"ZONE MEDICAL AND INTERVENTION HOSPITAL, INC.",2020-04-16 4:52:32,2020-04-16 4:52:32,DOH000000000034464,0,2020-04-16,12,0,0,0,0,0,0,0
"ZONE MEDICAL AND INTERVENTION HOSPITAL, INC.",2020-04-17 4:43:44,2020-04-17 4:43:44,DOH000000000034464,0,2020-04-17,724,0,0,0,0,0,0,0
"ZONE MEDICAL AND INTERVENTION HOSPITAL, INC.",2020-04-18 4:46:26,2020-04-18 4:46:26,DOH000000000034464,0,2020-04-18,1587,0,0,0,0,0,0,0
CALOOCAN CITY NORTH MEDICAL CENTER,2020-04-18 8:39:07,2020-04-18 8:39:07,DOH000000000034482,0,2020-04-18,1950,5,0,0,0,2,0,0
CAPAS MEDICAL CENTER,2020-04-18 11:57:13,2020-04-18 11:57:13,DOH000000000035325,0,2020-04-18,2230,0,0,0,0,0,0,0
CAPAS MEDICAL CENTER,2020-04-17 8:47:41,2020-04-17 8:47:41,DOH000000000035325,0,2020-04-17,1093,0,0,0,0,0,0,0
CAPAS MEDICAL CENTER,2020-04-16 9:57:14,2020-04-16 9:57:14,DOH000000000035325,0,2020-04-16,324,0,0,0,0,0,0,0
ISABEL EMERGENCY HOSPITAL,2020-04-18 8:19:58,2020-04-18 8:19:58,DOH000000000035328,0,2020-04-18,1884,0,0,0,0,0,0,0
ISABEL EMERGENCY HOSPITAL,2020-04-17 7:08:42,2020-04-17 7:08:42,DOH000000000035328,0,2020-04-17,768,0,0,0,0,0,0,0
"APAYAO CAGAYAN MEDICAL CENTER, INC.",2020-04-17 11:18:14,2020-04-17 11:18:14,DOH000000000035565,0,2020-04-17,1325,0,0,0,0,0,0,0
"APAYAO CAGAYAN MEDICAL CENTER, INC.",2020-04-16 15:26:37,2020-04-16 15:26:37,DOH000000000035565,0,2020-04-16,610,0,0,0,0,0,0,0
LEGAZPI CITY HOSPITAL,2020-04-17 7:23:10,2020-04-17 7:23:10,DOH000000000035681,0,2020-04-17,785,0,0,0,0,0,0,0
LEGAZPI CITY HOSPITAL,2020-04-18 7:36:12,2020-04-18 7:36:12,DOH000000000035681,0,2020-04-18,1684,0,0,0,0,0,0,0
LEGAZPI CITY HOSPITAL,2020-04-16 7:46:33,2020-04-16 7:46:33,DOH000000000035681,0,2020-04-16,93,0,0,0,0,0,0,0
HOLY CHILD MEDICAL CITY INC.,2020-04-16 21:50:53,2020-04-16 21:50:53,DOH000000000035954,0,2020-04-16,717,1,0,0,0,0,0,0
ADVENT CHILDREN'S HEALTHCARE HOSPITAL,2020-04-18 9:30:01,2020-04-18 9:30:01,DOH000000000035973,0,2020-04-18,2069,0,0,0,0,0,0,0
ADVENT CHILDREN'S HEALTHCARE HOSPITAL,2020-04-17 11:17:09,2020-04-17 11:17:09,DOH000000000035973,0,2020-04-17,1321,0,0,0,0,0,0,0
ST. SCHOLASTICA'S HOSPITAL,2020-04-16 9:58:19,2020-04-16 9:58:19,DOH000000000036845,0,2020-04-16,325,0,0,0,0,0,0,0
ST. SCHOLASTICA'S HOSPITAL,2020-04-18 10:07:45,2020-04-18 10:07:45,DOH000000000036845,0,2020-04-18,2113,0,0,0,0,0,0,0
ST. SCHOLASTICA'S HOSPITAL,2020-04-17 13:33:18,2020-04-17 13:33:18,DOH000000000036845,0,2020-04-17,1420,0,0,0,0,0,0,0
ST. JUDE HOSPITAL,2020-04-16 8:50:19,2020-04-16 8:50:19,DOH000000000036847,0,2020-04-16,233,0,0,0,0,0,0,0
ST. JUDE HOSPITAL,2020-04-17 8:23:28,2020-04-17 8:23:28,DOH000000000036847,0,2020-04-17,999,0,0,0,0,0,0,0
ST. JUDE HOSPITAL,2020-04-18 8:23:04,2020-04-18 8:23:04,DOH000000000036847,0,2020-04-18,1895,0,0,0,0,0,0,0
PROVIDERS MULTI-PURPOSE COOPERATIVE MEDICAL CENTER,2020-04-18 9:25:20,2020-04-18 9:25:20,DOH000000000036940,0,2020-04-18,2059,3,0,0,0,0,0,0
MALANGAS EMERGENCY INFIRMARY,2020-04-18 7:26:12,2020-04-18 7:26:12,DOH000000000037004,0,2020-04-18,1668,5,0,0,0,0,0,0
MALANGAS EMERGENCY INFIRMARY,2020-04-16 7:27:56,2020-04-16 7:27:56,DOH000000000037004,0,2020-04-16,71,5,0,0,0,0,0,0
MALANGAS EMERGENCY INFIRMARY,2020-04-17 7:38:35,2020-04-17 7:38:35,DOH000000000037004,0,2020-04-17,815,5,0,0,0,0,0,0
POLYMEDIC BIRTHING AND NATAL CARE,2020-04-17 7:29:06,2020-04-17 7:29:06,DOH000000000037030,0,2020-04-17,796,0,0,0,0,0,0,0
"MATALAM MIDWAY HOSPITAL, INC.",2020-04-16 10:28:18,2020-04-16 10:28:18,DOH000000000037097,0,2020-04-16,364,0,0,0,0,0,0,0
"MATALAM MIDWAY HOSPITAL, INC.",2020-04-17 15:01:10,2020-04-17 15:01:10,DOH000000000037097,0,2020-04-17,1468,3,0,0,0,0,0,0
VIACRUCIS INFIRMARY,2020-04-17 13:51:55,2020-04-17 13:51:55,DOH000000000037303,0,2020-04-17,1427,0,0,0,0,0,0,0
"DR. RAMON PESANTE CLINIC AND HOSPITAL, INC.",2020-04-16 17:12:27,2020-04-16 17:12:27,DOH000000000037369,0,2020-04-16,679,0,0,0,0,0,0,0
"DR. RAMON PESANTE CLINIC AND HOSPITAL, INC.",2020-04-17 8:03:09,2020-04-17 8:03:09,DOH000000000037369,0,2020-04-17,888,0,0,0,0,0,0,0
"UNITED DOCTORS HOSPITAL OF COTABATO CITY, INC.",2020-04-16 14:11:14,2020-04-16 14:11:14,DOH000000000037388,0,2020-04-16,548,0,0,0,0,0,0,0
"UNITED DOCTORS HOSPITAL OF COTABATO CITY, INC.",2020-04-18 8:31:31,2020-04-18 8:31:31,DOH000000000037388,0,2020-04-18,1924,0,0,0,0,0,0,0
HOSPITAL DE ZAMBOANGA INC.,2020-04-17 8:31:46,2020-04-17 8:31:46,DOH000000000037412,0,2020-04-17,1032,1,0,0,0,0,0,0
HOSPITAL DE ZAMBOANGA INC.,2020-04-18 10:35:43,2020-04-18 10:35:43,DOH000000000037412,0,2020-04-18,2145,1,0,0,0,0,0,0
HOSPITAL DE ZAMBOANGA INC.,2020-04-16 9:42:33,2020-04-16 9:42:33,DOH000000000037412,0,2020-04-16,311,1,0,0,0,0,0,0
DAET DOCTORS HOSPITAL INCORPORATED,2020-04-18 9:05:46,2020-04-18 9:05:46,DOH000000000037488,0,2020-04-18,2019,4,0,0,0,0,0,0
DAET DOCTORS HOSPITAL INCORPORATED,2020-04-16 7:18:53,2020-04-16 7:18:53,DOH000000000037488,0,2020-04-16,54,4,0,0,0,0,0,0
DAET DOCTORS HOSPITAL INCORPORATED,2020-04-17 7:32:51,2020-04-17 7:32:51,DOH000000000037488,0,2020-04-17,804,4,0,0,0,0,0,0
SULTAN KUDARAT DISTRICT HOSPITAL,2020-04-17 9:48:56,2020-04-17 9:48:56,DOH000000000037698,0,2020-04-17,1217,6,0,0,0,0,0,0
"TAGALOGUIN-ADONA POLYMEDIC & DIAGNOSTIC CENTER, INC.",2020-04-18 9:04:28,2020-04-18 9:04:28,DOH000000000037751,0,2020-04-18,2016,0,0,0,0,0,0,0
MANUPAC DOCTORS HEALTHCARE,2020-04-16 8:12:28,2020-04-16 8:12:28,DOH000000000037752,0,2020-04-16,147,0,0,0,0,0,0,0
MANUPAC DOCTORS HEALTHCARE,2020-04-17 7:59:05,2020-04-17 7:59:05,DOH000000000037752,0,2020-04-17,867,0,0,0,0,0,0,0
MANUPAC DOCTORS HEALTHCARE,2020-04-18 11:03:50,2020-04-18 11:03:50,DOH000000000037752,0,2020-04-18,2176,0,0,0,0,0,0,0
"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - TACLOBAN, INC.",2020-04-17 7:39:33,2020-04-17 7:39:33,DOH000000000037753,0,2020-04-17,816,7,0,0,0,0,0,0
"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - TACLOBAN, INC.",2020-04-16 15:49:32,2020-04-16 15:49:32,DOH000000000037753,0,2020-04-16,628,7,0,0,0,0,0,0
"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - TACLOBAN, INC.",2020-04-18 9:22:00,2020-04-18 9:22:00,DOH000000000037753,0,2020-04-18,2052,7,0,0,0,0,0,0
JABONGA COMMUNITY INFIRMARY,2020-04-17 18:24:43,2020-04-17 18:24:43,DOH000000000037754,0,2020-04-17,1563,0,0,0,0,0,0,0
JABONGA COMMUNITY INFIRMARY,2020-04-16 19:22:54,2020-04-16 19:22:54,DOH000000000037754,0,2020-04-16,709,0,0,0,0,0,0,0
GONZALES MEDICAL-SURGICAL AND BIRTHING CLINIC,2020-04-17 13:32:11,2020-04-17 13:32:11,DOH000000000037893,0,2020-04-17,1417,0,0,0,0,0,0,0
GONZALES MEDICAL-SURGICAL AND BIRTHING CLINIC,2020-04-16 12:17:22,2020-04-16 12:17:22,DOH000000000037893,0,2020-04-16,463,0,0,0,0,0,0,0
ROSALES CHUA PUN MEMORIAL INFIRMARY INC.,2020-04-16 8:12:01,2020-04-16 8:12:01,DOH000000000037941,0,2020-04-16,146,0,0,0,0,0,0,0
ROSALES CHUA PUN MEMORIAL INFIRMARY INC.,2020-04-17 10:59:30,2020-04-17 10:59:30,DOH000000000037941,0,2020-04-17,1307,0,0,0,0,0,0,0
AWUYON COMMUNITY MUNICIPAL HOSPITAL (FORMERLY:BAGANGA INFIRM,2020-04-16 9:23:05,2020-04-16 9:23:05,DOH000000000037942,0,2020-04-16,289,0,0,0,0,0,0,0
F.P. URBIZTONDO MEDICAL HOSPITAL INC.,2020-04-16 8:22:06,2020-04-16 8:22:06,DOH000000000037944,0,2020-04-16,168,5,0,0,0,0,0,0
F.P. URBIZTONDO MEDICAL HOSPITAL INC.,2020-04-18 8:37:15,2020-04-18 8:37:15,DOH000000000037944,0,2020-04-18,1942,5,0,0,0,0,0,0
KARMELLI CLINIC AND HOSPITAL PINILI INC.,2020-04-17 10:36:41,2020-04-17 10:36:41,DOH000000000037945,0,2020-04-17,1281,0,0,0,0,0,0,0
KARMELLI CLINIC AND HOSPITAL PINILI INC.,2020-04-18 12:01:34,2020-04-18 12:01:34,DOH000000000037945,0,2020-04-18,2233,0,0,0,0,0,0,0
KARMELLI CLINIC AND HOSPITAL PINILI INC.,2020-04-16 9:20:38,2020-04-16 9:20:38,DOH000000000037945,0,2020-04-16,287,0,0,0,0,0,0,0
LB CRUEL MEDICAL CLINIC,2020-04-17 6:32:23,2020-04-17 6:32:23,DOH000000000037946,0,2020-04-17,743,0,0,0,0,0,0,0
LB CRUEL MEDICAL CLINIC,2020-04-16 7:16:43,2020-04-16 7:16:43,DOH000000000037946,0,2020-04-16,52,0,0,0,0,0,0,0
LB CRUEL MEDICAL CLINIC,2020-04-18 6:22:22,2020-04-18 6:22:22,DOH000000000037946,0,2020-04-18,1595,0,0,0,0,0,0,0
"DIOCESAN MEDICAL FOUNDATION OF SAN ANTONIO DE PADUA, INC.",2020-04-18 7:44:30,2020-04-18 7:44:30,DOH000000000037947,0,2020-04-18,1698,0,0,0,0,0,0,0
"DIOCESAN MEDICAL FOUNDATION OF SAN ANTONIO DE PADUA, INC.",2020-04-17 7:56:52,2020-04-17 7:56:52,DOH000000000037947,0,2020-04-17,858,0,0,0,0,0,0,0
FCC INFIRMARY,2020-04-16 13:37:28,2020-04-16 13:37:28,DOH000000000038004,0,2020-04-16,519,2,0,0,0,0,0,0
FCC INFIRMARY,2020-04-17 11:59:35,2020-04-17 11:59:35,DOH000000000038004,0,2020-04-17,1358,0,0,0,0,0,0,0
FCC INFIRMARY,2020-04-18 9:09:58,2020-04-18 9:09:58,DOH000000000038004,0,2020-04-18,2029,0,0,0,0,0,0,0
GRUPO MEDICO DE DIOS INC.,2020-04-17 9:40:20,2020-04-17 9:40:20,DOH000000000038007,0,2020-04-17,1202,4,0,0,0,0,0,0
GRUPO MEDICO DE DIOS INC.,2020-04-18 8:50:45,2020-04-18 8:50:45,DOH000000000038007,0,2020-04-18,1979,4,0,0,0,0,0,0
GRUPO MEDICO DE DIOS INC.,2020-04-16 10:20:12,2020-04-16 10:20:12,DOH000000000038007,0,2020-04-16,356,4,0,0,0,0,0,0
SALUBRIS INC.,2020-04-16 15:37:35,2020-04-16 15:37:35,DOH000000000038008,5,2020-04-16,618,8,0,0,0,0,0,0
SALUBRIS INC.,2020-04-17 9:43:06,2020-04-17 9:43:06,DOH000000000038008,5,2020-04-17,1209,8,0,0,0,0,0,0
SALUBRIS INC.,2020-04-18 7:59:04,2020-04-18 7:59:04,DOH000000000038008,5,2020-04-18,1751,8,0,0,0,0,0,0
"METRO ILOILO HOSPITAL AND MEDICAL CENTER, INC",2020-04-16 10:46:20,2020-04-16 10:46:20,DOH000000000038114,0,2020-04-16,385,9,0,0,0,5,1,0
DARAGA DOCTORS HOSPITAL,2020-04-16 8:43:25,2020-04-16 8:43:25,DOH000000000038151,0,2020-04-16,219,0,0,0,0,0,0,0
DARAGA DOCTORS HOSPITAL,2020-04-18 8:08:43,2020-04-18 8:08:43,DOH000000000038151,0,2020-04-18,1822,0,0,0,0,0,0,0
DARAGA DOCTORS HOSPITAL,2020-04-17 8:11:58,2020-04-17 8:11:58,DOH000000000038151,0,2020-04-17,937,0,0,0,0,0,0,0
HOLY MARY WOMEN AND CHILDREN'S HOSPITAL,2020-04-17 7:17:21,2020-04-17 7:17:21,DOH000000000038207,0,2020-04-17,779,1,0,0,0,1,0,0
HOLY MARY WOMEN AND CHILDREN'S HOSPITAL,2020-04-18 7:09:59,2020-04-18 7:09:59,DOH000000000038207,0,2020-04-18,1638,1,0,0,0,1,0,0
BATARAZA DISTRICT HOSPITAL,2020-04-17 7:41:10,2020-04-17 7:41:10,DOH000000000038213,15,2020-04-17,818,15,0,0,15,0,0,0
VILLANUEVA-TANCHULING MATERNITY AND GENERAL HOSPITAL INCORPO,2020-04-18 11:57:25,2020-04-18 11:57:25,DOH000000000038399,0,2020-04-18,2231,0,0,0,0,0,0,0
EROS MEDICAL CLINIC,2020-04-16 15:26:54,2020-04-16 15:26:54,DOH000000000038403,0,2020-04-16,611,1,0,0,0,0,0,0
EROS MEDICAL CLINIC,2020-04-18 13:25:27,2020-04-18 13:25:27,DOH000000000038403,0,2020-04-18,2274,1,0,0,0,0,0,0
EROS MEDICAL CLINIC,2020-04-17 11:31:21,2020-04-17 11:31:21,DOH000000000038403,0,2020-04-17,1339,1,0,0,0,0,0,0
"SURIGAO DOCTORS' HOSPITAL, INC.",2020-04-18 13:58:52,2020-04-18 13:58:52,DOH000000000038480,0,2020-04-18,2295,2,0,0,0,0,0,0
"SURIGAO DOCTORS' HOSPITAL, INC.",2020-04-16 13:55:48,2020-04-16 13:55:48,DOH000000000038480,0,2020-04-16,532,0,0,0,0,0,0,0
"SURIGAO DOCTORS' HOSPITAL, INC.",2020-04-17 17:28:47,2020-04-17 17:28:47,DOH000000000038480,0,2020-04-17,1554,2,0,0,0,0,0,0
DR. JOSE RIZAL DISTRICT HOSPITAL,2020-04-17 15:42:12,2020-04-17 15:42:12,DOH000000000038482,0,2020-04-17,1493,4,0,0,0,0,0,0
PNP PRO8 INFIRMARY,2020-04-16 21:55:07,2020-04-16 21:55:07,DOH000000000038484,0,2020-04-16,718,0,0,0,0,0,0,0
ST. PAUL HOSPITAL,2020-04-17 13:56:38,2020-04-17 13:56:38,DOH000000000038491,0,2020-04-17,1434,1,0,0,0,0,0,0
HORIZON MEDICAL CLINIC,2020-04-18 10:40:43,2020-04-18 10:40:43,DOH000000000038494,0,2020-04-18,2153,0,0,0,0,0,0,0
HORIZON MEDICAL CLINIC,2020-04-16 13:26:12,2020-04-16 13:26:12,DOH000000000038494,0,2020-04-16,514,0,0,0,0,0,0,0
HORIZON MEDICAL CLINIC,2020-04-17 8:00:34,2020-04-17 8:00:34,DOH000000000038494,0,2020-04-17,875,0,0,0,0,0,0,0
JESUS HEALING HANDS INFIRMARY INC.,2020-04-16 10:26:47,2020-04-16 10:26:47,DOH000000000038511,0,2020-04-16,360,0,0,0,0,0,0,0
JESUS HEALING HANDS INFIRMARY INC.,2020-04-17 9:03:22,2020-04-17 9:03:22,DOH000000000038511,0,2020-04-17,1137,0,0,0,0,0,0,0
SAN SEBASTIAN DISTRICT HOSPITAL,2020-04-18 7:07:44,2020-04-18 7:07:44,DOH000000000000232,0,2020-04-18,1636,10,0,0,0,0,0,1
SAN SEBASTIAN DISTRICT HOSPITAL,2020-04-16 10:02:04,2020-04-16 10:02:04,DOH000000000000232,0,2020-04-16,335,10,0,0,0,0,0,1
SAN SEBASTIAN DISTRICT HOSPITAL,2020-04-17 6:40:50,2020-04-17 6:40:50,DOH000000000000232,0,2020-04-17,746,10,0,0,0,0,0,1
Ospital ng Palawan,2020-04-18 7:50:44,2020-04-18 7:50:44,DOH000000000000236,4,2020-04-18,1718,1,0,0,4,4,0,1
Ospital ng Palawan,2020-04-17 13:11:58,2020-04-17 13:11:58,DOH000000000000236,4,2020-04-17,1401,1,0,0,4,4,0,1
DAVAO REGIONAL MEDICAL CENTER,2020-04-17 21:10:22,2020-04-17 21:10:22,DOH000000000000268,0,2020-04-17,1577,30,1,0,1,10,1,1
BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,2020-04-16 10:40:34,2020-04-16 10:40:34,DOH000000000000270,4,2020-04-16,376,16,0,1,4,5,0,1
BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,2020-04-18 10:20:01,2020-04-18 10:20:01,DOH000000000000270,4,2020-04-18,2125,16,0,1,4,5,0,1
BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,2020-04-17 11:10:14,2020-04-17 11:10:14,DOH000000000000270,4,2020-04-17,1313,11,0,1,4,5,0,1
Bicol Sanitarium,2020-04-16 7:49:55,2020-04-16 7:49:55,DOH000000000000277,2,2020-04-16,100,7,0,0,0,0,0,1
Bicol Sanitarium,2020-04-17 7:03:01,2020-04-17 7:03:01,DOH000000000000277,7,2020-04-17,762,2,0,0,0,0,0,1
Bicol Sanitarium,2020-04-18 7:04:07,2020-04-18 7:04:07,DOH000000000000277,7,2020-04-18,1632,2,0,0,0,0,0,1
DUBONGCOS MEDICAL CLINIC,2020-04-17 12:11:30,2020-04-17 12:11:30,DOH000000000000289,2,2020-04-17,1366,2,0,0,2,0,0,1
DUBONGCOS MEDICAL CLINIC,2020-04-16 17:55:12,2020-04-16 17:55:12,DOH000000000000289,2,2020-04-16,693,2,0,0,2,0,0,1
DEL CARMEN MEDICAL CLINIC AND HOSPITAL,2020-04-16 16:03:29,2020-04-16 16:03:29,DOH000000000000301,0,2020-04-16,638,4,0,0,1,4,0,1
DEL CARMEN MEDICAL CLINIC AND HOSPITAL,2020-04-18 8:27:32,2020-04-18 8:27:32,DOH000000000000301,0,2020-04-18,1916,4,0,0,0,0,0,1
DEL CARMEN MEDICAL CLINIC AND HOSPITAL,2020-04-17 8:10:36,2020-04-17 8:10:36,DOH000000000000301,0,2020-04-17,929,0,0,0,0,0,0,1
"IMMACULATE HEART OF MARY HOSPITAL, INC.",2020-04-18 6:48:00,2020-04-18 6:48:00,DOH000000000000357,3,2020-04-18,1614,0,0,0,0,0,0,1
"IMMACULATE HEART OF MARY HOSPITAL, INC.",2020-04-17 12:29:26,2020-04-17 12:29:26,DOH000000000000357,3,2020-04-17,1374,0,0,0,0,0,0,1
"IMMACULATE HEART OF MARY HOSPITAL, INC.",2020-04-16 7:01:59,2020-04-16 7:01:59,DOH000000000000357,3,2020-04-16,42,0,0,0,0,0,0,1
"LEON D. HERNANDEZ MEMORIAL HOSPITAL, INC.",2020-04-16 6:47:25,2020-04-16 6:47:25,DOH000000000000389,0,2020-04-16,33,2,0,0,0,0,0,1
"LEON D. HERNANDEZ MEMORIAL HOSPITAL, INC.",2020-04-17 7:00:17,2020-04-17 7:00:17,DOH000000000000389,0,2020-04-17,760,2,0,0,0,0,0,1
"LEON D. HERNANDEZ MEMORIAL HOSPITAL, INC.",2020-04-18 8:13:51,2020-04-18 8:13:51,DOH000000000000389,0,2020-04-18,1850,2,0,0,0,0,0,1
"NUEVA ECIJA GOOD SAMARITAN HEALTH SYSTEM, INC. (EXT.)",2020-04-17 5:55:06,2020-04-17 5:55:06,DOH000000000000392,0,2020-04-17,727,1,0,4,1,0,0,1
"NUEVA ECIJA GOOD SAMARITAN HEALTH SYSTEM, INC. (EXT.)",2020-04-18 6:31:04,2020-04-18 6:31:04,DOH000000000000392,1,2020-04-18,1600,1,0,3,1,0,0,1
"NUEVA ECIJA GOOD SAMARITAN HEALTH SYSTEM, INC. (EXT.)",2020-04-16 8:09:25,2020-04-16 8:09:25,DOH000000000000392,0,2020-04-16,142,1,0,4,1,0,0,1
Basilan General Hospital,2020-04-16 18:34:40,2020-04-16 6:53:47,DOH000000000000426,0,2020-04-16,39,3,0,0,2,0,0,1
Basilan General Hospital,2020-04-17 7:02:56,2020-04-17 7:02:56,DOH000000000000426,0,2020-04-17,761,3,0,0,2,0,0,1
CIUDAD MEDICAL ZAMBOANGA,2020-04-18 8:26:27,2020-04-18 8:26:27,DOH000000000000449,0,2020-04-18,1909,3,0,0,0,0,0,1
CIUDAD MEDICAL ZAMBOANGA,2020-04-17 9:02:42,2020-04-17 9:02:42,DOH000000000000449,0,2020-04-17,1135,3,0,0,0,0,0,1
CIUDAD MEDICAL ZAMBOANGA,2020-04-16 10:07:01,2020-04-16 10:07:01,DOH000000000000449,0,2020-04-16,343,3,0,0,0,0,0,1
DON JOSE S. MONFORT MEDICAL CENTER EXTENSION HOSPITAL,2020-04-16 19:13:13,2020-04-16 19:13:13,DOH000000000000481,4,2020-04-16,708,1,0,1,0,0,0,1
DON JOSE S. MONFORT MEDICAL CENTER EXTENSION HOSPITAL,2020-04-17 18:27:42,2020-04-17 18:27:42,DOH000000000000481,4,2020-04-17,1564,1,0,1,0,0,0,1
DON JOSE S. MONFORT MEDICAL CENTER EXTENSION HOSPITAL,2020-04-15 19:42:25,2020-04-15 19:42:25,DOH000000000000481,4,2020-04-15,8,1,0,1,0,0,0,1
"DR. UY HOSPITAL, INC.",2020-04-18 8:37:06,2020-04-18 8:37:06,DOH000000000000522,0,2020-04-18,1941,1,0,0,1,0,0,1
"DR. UY HOSPITAL, INC.",2020-04-16 8:28:54,2020-04-16 8:28:54,DOH000000000000522,0,2020-04-16,180,1,0,0,1,0,0,1
"DR. UY HOSPITAL, INC.",2020-04-17 8:21:22,2020-04-17 8:21:22,DOH000000000000522,0,2020-04-17,986,1,0,0,1,0,0,1
ILIGAN MEDICAL CENTER HOSPITAL,2020-04-18 9:25:27,2020-04-18 9:25:27,DOH000000000000574,0,2020-04-18,2061,3,0,0,0,0,0,1
ILIGAN MEDICAL CENTER HOSPITAL,2020-04-17 16:37:22,2020-04-17 16:37:22,DOH000000000000574,0,2020-04-17,1527,3,0,0,0,0,0,1
KAPATAGAN PROVINCIAL HOSPITAL,2020-04-16 8:58:39,2020-04-16 8:58:39,DOH000000000000597,0,2020-04-16,250,6,0,0,0,0,0,1
KAPATAGAN PROVINCIAL HOSPITAL,2020-04-17 13:25:53,2020-04-17 13:25:19,DOH000000000000597,0,2020-04-17,1411,6,0,0,0,0,0,1
LABO DISTRICT HOSPITAL,2020-04-16 8:09:34,2020-04-16 8:09:34,DOH000000000000607,16,2020-04-16,143,36,0,0,0,1,0,1
LAS PI?AS GENERAL HOSPITAL & SATELLITE TRAUMA CENTER,2020-04-18 8:50:00,2020-04-18 8:50:00,DOH000000000000615,0,2020-04-18,1976,1,0,5,0,24,0,1
"LA VI?A GENERAL HOSPITAL, INC.",2020-04-17 15:34:47,2020-04-17 15:34:47,DOH000000000000616,2,2020-04-17,1485,2,0,0,0,0,0,1
MADONNA AND CHILD HOSPITAL,2020-04-16 15:00:34,2020-04-16 15:00:34,DOH000000000000630,0,2020-04-16,590,0,0,0,0,0,1,1
MADONNA AND CHILD HOSPITAL,2020-04-18 8:49:03,2020-04-18 8:49:03,DOH000000000000630,0,2020-04-18,1973,0,0,0,0,0,1,1
MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL,2020-04-17 10:19:38,2020-04-17 10:19:38,DOH000000000000676,44,2020-04-17,1256,44,0,0,0,0,1,1
MISAMIS OCCIDENTAL PROVINCIAL HOSPITAL,2020-04-16 11:24:13,2020-04-16 11:24:13,DOH000000000000676,44,2020-04-16,410,44,0,0,0,0,1,1
"NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY, INC.",2020-04-17 8:09:51,2020-04-17 8:09:51,DOH000000000000684,0,2020-04-17,924,1,0,0,1,0,0,1
"NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY, INC.",2020-04-18 8:12:13,2020-04-18 8:12:13,DOH000000000000684,0,2020-04-18,1841,1,0,0,1,0,0,1
"NOTRE DAME HOSPITAL AND SCHOOL OF MIDWIFERY, INC.",2020-04-16 7:47:43,2020-04-16 7:47:43,DOH000000000000684,0,2020-04-16,96,1,0,0,0,0,0,1
"DO?A REMEDIOS TRINIDAD-ROMUALDEZ MEDICAL FOUNDATION, INC. (f",2020-04-18 12:00:20,2020-04-18 12:00:20,DOH000000000000722,0,2020-04-18,2232,1,0,0,0,0,0,1
"DO?A REMEDIOS TRINIDAD-ROMUALDEZ MEDICAL FOUNDATION, INC. (f",2020-04-17 9:37:33,2020-04-17 9:37:33,DOH000000000000722,0,2020-04-17,1197,1,0,0,0,0,0,1
"DO?A REMEDIOS TRINIDAD-ROMUALDEZ MEDICAL FOUNDATION, INC. (f",2020-04-16 12:52:56,2020-04-16 12:52:56,DOH000000000000722,0,2020-04-16,486,1,0,0,0,0,0,1
"ST. CLARE?S MEDICAL CENTER, INC.",2020-04-17 16:20:10,2020-04-17 16:20:10,DOH000000000000758,0,2020-04-17,1515,2,0,1,1,0,0,1
"ST. CLARE?S MEDICAL CENTER, INC.",2020-04-16 16:54:48,2020-04-16 16:54:48,DOH000000000000758,1,2020-04-16,670,1,0,0,1,0,0,1
ST. DOMINIC MEDICAL CENTER INC.,2020-04-17 9:08:18,2020-04-17 9:08:18,DOH000000000000760,0,2020-04-17,1148,0,0,0,1,5,0,1
ST. DOMINIC MEDICAL CENTER INC.,2020-04-16 12:01:33,2020-04-16 12:01:33,DOH000000000000760,0,2020-04-16,450,0,0,0,1,5,0,1
"ST. ELIZABETH HOSPITAL, INC.",2020-04-18 10:31:49,2020-04-18 10:31:49,DOH000000000000761,1,2020-04-18,2138,4,0,0,0,1,1,1
"ST. ELIZABETH HOSPITAL, INC.",2020-04-17 10:43:00,2020-04-17 10:43:00,DOH000000000000761,1,2020-04-17,1289,3,0,0,0,2,1,1
